                                        Multiple Comparison of Means - Tukey HSD, FWER=0.05                                         
                    group1                    ,                    group2                    ,meandiff,p-adj , lower , upper ,reject
bm25_preprocessed|AP@10                       ,bm25_raw|AP@10                                ,-0.1801 ,0.0   ,-0.2327,-0.1275,True  
bm25_preprocessed|AP@10                       ,cohere_embeddings_v3.0_classification|AP@10   ,-0.0209 ,0.9936,-0.0735,0.0317 ,False 
bm25_preprocessed|AP@10                       ,cohere_embeddings_v3.0_clustering|AP@10       ,0.0173  ,0.9992,-0.0353,0.0699 ,False 
bm25_preprocessed|AP@10                       ,cohere_embeddings_v3.0_search_document|AP@10  ,-0.0501 ,0.0821,-0.1027,0.0025 ,False 
bm25_preprocessed|AP@10                       ,cohere_embeddings_v3.0_search_query|AP@10     ,0.015   ,0.9999,-0.0376,0.0675 ,False 
bm25_preprocessed|AP@10                       ,cohere_embeddings|AP@10                       ,-0.1231 ,0.0   ,-0.1757,-0.0705,True  
bm25_preprocessed|AP@10                       ,gemini_embeddings_classification|AP@10        ,-0.0974 ,0.0   ,-0.15  ,-0.0448,True  
bm25_preprocessed|AP@10                       ,gemini_embeddings_clustering|AP@10            ,-0.0969 ,0.0   ,-0.1495,-0.0444,True  
bm25_preprocessed|AP@10                       ,gemini_embeddings_retrieval_document|AP@10    ,-0.1172 ,0.0   ,-0.1698,-0.0646,True  
bm25_preprocessed|AP@10                       ,gemini_embeddings_retrieval_query|AP@10       ,-0.0984 ,0.0   ,-0.151 ,-0.0458,True  
bm25_preprocessed|AP@10                       ,gemini_embeddings_semantic_similarity|AP@10   ,-0.0779 ,0.0   ,-0.1305,-0.0254,True  
bm25_preprocessed|AP@10                       ,levenshtein_distance|AP@10                    ,-0.2045 ,0.0   ,-0.2571,-0.1519,True  
bm25_preprocessed|AP@10                       ,openai_embeddings_text-embedding-3-large|AP@10,0.0455  ,0.1838,-0.0071,0.0981 ,False 
bm25_preprocessed|AP@10                       ,openai_embeddings_text-embedding-3-small|AP@10,-0.0717 ,0.0003,-0.1243,-0.0191,True  
bm25_preprocessed|AP@10                       ,openai_embeddings|AP@10                       ,-0.0228 ,0.9845,-0.0754,0.0298 ,False 
bm25_raw|AP@10                                ,cohere_embeddings_v3.0_classification|AP@10   ,0.1592  ,0.0   ,0.1066 ,0.2118 ,True  
bm25_raw|AP@10                                ,cohere_embeddings_v3.0_clustering|AP@10       ,0.1973  ,0.0   ,0.1447 ,0.2499 ,True  
bm25_raw|AP@10                                ,cohere_embeddings_v3.0_search_document|AP@10  ,0.13    ,0.0   ,0.0774 ,0.1825 ,True  
bm25_raw|AP@10                                ,cohere_embeddings_v3.0_search_query|AP@10     ,0.195   ,0.0   ,0.1424 ,0.2476 ,True  
bm25_raw|AP@10                                ,cohere_embeddings|AP@10                       ,0.0569  ,0.0191,0.0043 ,0.1095 ,True  
bm25_raw|AP@10                                ,gemini_embeddings_classification|AP@10        ,0.0827  ,0.0   ,0.0301 ,0.1353 ,True  
bm25_raw|AP@10                                ,gemini_embeddings_clustering|AP@10            ,0.0831  ,0.0   ,0.0305 ,0.1357 ,True  
bm25_raw|AP@10                                ,gemini_embeddings_retrieval_document|AP@10    ,0.0629  ,0.0043,0.0103 ,0.1155 ,True  
bm25_raw|AP@10                                ,gemini_embeddings_retrieval_query|AP@10       ,0.0817  ,0.0   ,0.0291 ,0.1343 ,True  
bm25_raw|AP@10                                ,gemini_embeddings_semantic_similarity|AP@10   ,0.1021  ,0.0   ,0.0495 ,0.1547 ,True  
bm25_raw|AP@10                                ,levenshtein_distance|AP@10                    ,-0.0244 ,0.9705,-0.077 ,0.0282 ,False 
bm25_raw|AP@10                                ,openai_embeddings_text-embedding-3-large|AP@10,0.2256  ,0.0   ,0.173  ,0.2782 ,True  
bm25_raw|AP@10                                ,openai_embeddings_text-embedding-3-small|AP@10,0.1084  ,0.0   ,0.0558 ,0.1609 ,True  
bm25_raw|AP@10                                ,openai_embeddings|AP@10                       ,0.1573  ,0.0   ,0.1047 ,0.2099 ,True  
cohere_embeddings_v3.0_classification|AP@10   ,cohere_embeddings_v3.0_clustering|AP@10       ,0.0381  ,0.4836,-0.0145,0.0907 ,False 
