                                       Multiple Comparison of Means - Tukey HSD, FWER=0.05                                        
                    group1                   ,                    group2                   ,meandiff,p-adj , lower , upper ,reject
bm25_preprocessed|AP@5                       ,bm25_raw|AP@5                                ,-0.2071 ,0.0   ,-0.3118,-0.1023,True  
bm25_preprocessed|AP@5                       ,cohere_embeddings_v3.0_classification|AP@5   ,0.0621  ,0.8079,-0.0427,0.1668 ,False 
bm25_preprocessed|AP@5                       ,cohere_embeddings_v3.0_clustering|AP@5       ,0.068   ,0.6787,-0.0367,0.1728 ,False 
bm25_preprocessed|AP@5                       ,cohere_embeddings_v3.0_search_document|AP@5  ,-0.0028 ,1.0   ,-0.1076,0.102  ,False 
bm25_preprocessed|AP@5                       ,cohere_embeddings_v3.0_search_query|AP@5     ,0.0678  ,0.6851,-0.037 ,0.1725 ,False 
bm25_preprocessed|AP@5                       ,cohere_embeddings|AP@5                       ,0.0151  ,1.0   ,-0.0897,0.1198 ,False 
bm25_preprocessed|AP@5                       ,gemini_embeddings_classification|AP@5        ,-0.0197 ,1.0   ,-0.1244,0.0851 ,False 
bm25_preprocessed|AP@5                       ,gemini_embeddings_clustering|AP@5            ,-0.0279 ,0.9999,-0.1326,0.0769 ,False 
bm25_preprocessed|AP@5                       ,gemini_embeddings_retrieval_document|AP@5    ,-0.0455 ,0.9841,-0.1502,0.0593 ,False 
bm25_preprocessed|AP@5                       ,gemini_embeddings_retrieval_query|AP@5       ,-0.0203 ,1.0   ,-0.125 ,0.0845 ,False 
bm25_preprocessed|AP@5                       ,gemini_embeddings_semantic_similarity|AP@5   ,-0.0193 ,1.0   ,-0.1241,0.0854 ,False 
bm25_preprocessed|AP@5                       ,levenshtein_distance|AP@5                    ,-0.16   ,0.0   ,-0.2647,-0.0552,True  
bm25_preprocessed|AP@5                       ,openai_embeddings_text-embedding-3-large|AP@5,0.1311  ,0.002 ,0.0263 ,0.2358 ,True  
bm25_preprocessed|AP@5                       ,openai_embeddings_text-embedding-3-small|AP@5,0.0434  ,0.99  ,-0.0614,0.1481 ,False 
bm25_preprocessed|AP@5                       ,openai_embeddings|AP@5                       ,0.0371  ,0.9981,-0.0676,0.1419 ,False 
bm25_raw|AP@5                                ,cohere_embeddings_v3.0_classification|AP@5   ,0.2691  ,0.0   ,0.1644 ,0.3739 ,True  
bm25_raw|AP@5                                ,cohere_embeddings_v3.0_clustering|AP@5       ,0.2751  ,0.0   ,0.1703 ,0.3799 ,True  
bm25_raw|AP@5                                ,cohere_embeddings_v3.0_search_document|AP@5  ,0.2043  ,0.0   ,0.0995 ,0.309  ,True  
bm25_raw|AP@5                                ,cohere_embeddings_v3.0_search_query|AP@5     ,0.2748  ,0.0   ,0.1701 ,0.3796 ,True  
bm25_raw|AP@5                                ,cohere_embeddings|AP@5                       ,0.2221  ,0.0   ,0.1174 ,0.3269 ,True  
bm25_raw|AP@5                                ,gemini_embeddings_classification|AP@5        ,0.1874  ,0.0   ,0.0827 ,0.2922 ,True  
bm25_raw|AP@5                                ,gemini_embeddings_clustering|AP@5            ,0.1792  ,0.0   ,0.0744 ,0.2839 ,True  
bm25_raw|AP@5                                ,gemini_embeddings_retrieval_document|AP@5    ,0.1616  ,0.0   ,0.0568 ,0.2664 ,True  
bm25_raw|AP@5                                ,gemini_embeddings_retrieval_query|AP@5       ,0.1868  ,0.0   ,0.082  ,0.2916 ,True  
bm25_raw|AP@5                                ,gemini_embeddings_semantic_similarity|AP@5   ,0.1877  ,0.0   ,0.083  ,0.2925 ,True  
bm25_raw|AP@5                                ,levenshtein_distance|AP@5                    ,0.0471  ,0.9777,-0.0576,0.1519 ,False 
bm25_raw|AP@5                                ,openai_embeddings_text-embedding-3-large|AP@5,0.3381  ,0.0   ,0.2334 ,0.4429 ,True  
bm25_raw|AP@5                                ,openai_embeddings_text-embedding-3-small|AP@5,0.2504  ,0.0   ,0.1457 ,0.3552 ,True  
bm25_raw|AP@5                                ,openai_embeddings|AP@5                       ,0.2442  ,0.0   ,0.1394 ,0.349  ,True  
cohere_embeddings_v3.0_classification|AP@5   ,cohere_embeddings_v3.0_clustering|AP@5       ,0.006   ,1.0   ,-0.0988,0.1107 ,False 
cohere_embeddings_v3.0_classification|AP@5   ,cohere_embeddings_v3.0_search_document|AP@5  ,-0.0649 ,0.7505,-0.1696,0.0399 ,False 
cohere_embeddings_v3.0_classification|AP@5   ,cohere_embeddings_v3.0_search_query|AP@5     ,0.0057  ,1.0   ,-0.0991,0.1104 ,False 
cohere_embeddings_v3.0_classification|AP@5   ,cohere_embeddings|AP@5                       ,-0.047  ,0.9782,-0.1518,0.0578 ,False 
cohere_embeddings_v3.0_classification|AP@5   ,gemini_embeddings_classification|AP@5        ,-0.0817 ,0.3476,-0.1865,0.023  ,False 
cohere_embeddings_v3.0_classification|AP@5   ,gemini_embeddings_clustering|AP@5            ,-0.09   ,0.1941,-0.1947,0.0148 ,False 
