                                      Multiple Comparison of Means - Tukey HSD, FWER=0.05                                       
                   group1                   ,                   group2                   ,meandiff,p-adj , lower , upper ,reject
bm25_preprocessed|P@5                       ,bm25_raw|P@5                                ,-0.1095 ,0.0003,-0.1893,-0.0298,True  
bm25_preprocessed|P@5                       ,cohere_embeddings_v3.0_classification|P@5   ,0.0573  ,0.4992,-0.0224,0.137  ,False 
bm25_preprocessed|P@5                       ,cohere_embeddings_v3.0_clustering|P@5       ,0.0734  ,0.1124,-0.0063,0.1531 ,False 
bm25_preprocessed|P@5                       ,cohere_embeddings_v3.0_search_document|P@5  ,-0.0357 ,0.9786,-0.1154,0.044  ,False 
bm25_preprocessed|P@5                       ,cohere_embeddings_v3.0_search_query|P@5     ,0.0804  ,0.0454,0.0007 ,0.1601 ,True  
bm25_preprocessed|P@5                       ,cohere_embeddings|P@5                       ,0.0543  ,0.5982,-0.0254,0.134  ,False 
bm25_preprocessed|P@5                       ,gemini_embeddings_classification|P@5        ,-0.0176 ,1.0   ,-0.0973,0.0621 ,False 
bm25_preprocessed|P@5                       ,gemini_embeddings_clustering|P@5            ,-0.0141 ,1.0   ,-0.0938,0.0656 ,False 
bm25_preprocessed|P@5                       ,gemini_embeddings_retrieval_document|P@5    ,-0.0332 ,0.9894,-0.1129,0.0465 ,False 
bm25_preprocessed|P@5                       ,gemini_embeddings_retrieval_query|P@5       ,-0.0131 ,1.0   ,-0.0928,0.0666 ,False 
bm25_preprocessed|P@5                       ,gemini_embeddings_semantic_similarity|P@5   ,-0.0161 ,1.0   ,-0.0958,0.0636 ,False 
bm25_preprocessed|P@5                       ,levenshtein_distance|P@5                    ,-0.1633 ,0.0   ,-0.243 ,-0.0836,True  
bm25_preprocessed|P@5                       ,openai_embeddings_text-embedding-3-large|P@5,0.1804  ,0.0   ,0.1007 ,0.2601 ,True  
bm25_preprocessed|P@5                       ,openai_embeddings_text-embedding-3-small|P@5,0.0779  ,0.0638,-0.0018,0.1576 ,False 
bm25_preprocessed|P@5                       ,openai_embeddings|P@5                       ,0.0799  ,0.0487,0.0002 ,0.1596 ,True  
bm25_raw|P@5                                ,cohere_embeddings_v3.0_classification|P@5   ,0.1668  ,0.0   ,0.0871 ,0.2465 ,True  
bm25_raw|P@5                                ,cohere_embeddings_v3.0_clustering|P@5       ,0.1829  ,0.0   ,0.1032 ,0.2626 ,True  
bm25_raw|P@5                                ,cohere_embeddings_v3.0_search_document|P@5  ,0.0739  ,0.1059,-0.0058,0.1536 ,False 
bm25_raw|P@5                                ,cohere_embeddings_v3.0_search_query|P@5     ,0.1899  ,0.0   ,0.1102 ,0.2697 ,True  
bm25_raw|P@5                                ,cohere_embeddings|P@5                       ,0.1638  ,0.0   ,0.0841 ,0.2435 ,True  
bm25_raw|P@5                                ,gemini_embeddings_classification|P@5        ,0.092   ,0.0077,0.0123 ,0.1717 ,True  
bm25_raw|P@5                                ,gemini_embeddings_clustering|P@5            ,0.0955  ,0.0042,0.0158 ,0.1752 ,True  
bm25_raw|P@5                                ,gemini_embeddings_retrieval_document|P@5    ,0.0764  ,0.0776,-0.0033,0.1561 ,False 
bm25_raw|P@5                                ,gemini_embeddings_retrieval_query|P@5       ,0.0965  ,0.0035,0.0168 ,0.1762 ,True  
bm25_raw|P@5                                ,gemini_embeddings_semantic_similarity|P@5   ,0.0935  ,0.006 ,0.0138 ,0.1732 ,True  
bm25_raw|P@5                                ,levenshtein_distance|P@5                    ,-0.0538 ,0.6146,-0.1335,0.0259 ,False 
bm25_raw|P@5                                ,openai_embeddings_text-embedding-3-large|P@5,0.2899  ,0.0   ,0.2102 ,0.3697 ,True  
